#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,Model{Main},Model{Sub},ClassJob{Use},MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
2618,Snurble Fly,43,1,17,33,30,0,12,999,False,False,516,12,False,False,0,43,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2619,Heavy Steel Jig,37,1,17,33,30,0,12,999,False,False,444,9,False,False,0,37,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2620,Spinner,39,1,17,33,30,0,12,999,False,False,468,10,False,False,0,39,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2621,Krill Cage Feeder,40,1,17,33,30,0,12,999,False,False,9,1,False,False,0,40,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2622,Mythril Spoon Lure,41,1,17,33,30,0,12,999,False,False,492,11,False,False,0,41,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2623,Wildfowl Fly,36,1,17,33,30,0,12,999,False,False,432,9,False,False,0,36,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2624,Topwater Frog,44,1,17,33,30,0,12,999,False,False,528,12,False,False,0,44,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2625,Rainbow Spoon Lure,46,1,17,33,30,0,12,999,False,False,552,13,False,False,0,46,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2626,Spinnerbait,47,1,17,33,30,0,12,999,False,False,564,14,False,False,0,47,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2627,Streamer,48,1,17,33,30,0,12,999,False,False,576,14,False,False,0,48,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2628,Yumizuno,48,1,17,33,30,0,12,999,False,False,576,14,False,False,0,48,0,19,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
2632,Garlond Goggles,11,1,4,34,0,3,5,1,True,True,287,0,False,False,11,1,1,1,0,0,"21, 76, 0, 0","0, 0, 0, 0",0,1,0,False,True
2633,Moogle Cap,11,1,4,34,0,3,5,1,True,True,441,0,False,False,13,1,1,1,0,0,"99, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2634,Helm of Light,11,1,4,34,0,3,5,1,True,True,252,0,False,False,10,1,1,1,0,0,"95, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2635,Judge's Chain Coif,1,1,4,34,0,3,5,1,True,True,71,0,False,False,10,1,1,1,0,0,"15, 154, 0, 0","0, 0, 0, 0",0,1,0,False,True
2636,Judge's Goggles,1,1,4,34,0,3,5,1,True,True,54,0,False,False,11,1,1,1,0,0,"21, 85, 0, 0","0, 0, 0, 0",0,1,0,False,True
2651,Monoa Mask,1,1,4,34,0,3,5,1,True,True,100,0,False,True,8,1,1,1,0,0,"19, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
2963,Judge's Haubergeon,1,1,4,35,0,4,5,1,True,True,88,0,False,False,10,1,1,1,0,0,"15, 49, 0, 0","0, 0, 0, 0",0,1,0,False,True
2964,Judge's Shirt,1,1,4,35,0,4,5,1,True,True,74,0,False,False,13,1,1,1,0,0,"41, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2966,Reindeer Suit,1,1,4,35,0,16,5,1,False,True,98,0,False,True,13,1,1,1,0,0,"58, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2967,Lord's Yukata (Blue),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2968,Lord's Yukata (Green),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"59, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2969,Lord's Yukata (Grey),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"59, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
2970,Lady's Yukata (Red),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2971,Lady's Yukata (Blue),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"59, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2972,Lady's Yukata (Black),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"59, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
2973,Red Summer Top,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"49, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2974,Green Summer Top,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"49, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2975,Blue Summer Top,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"49, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
2976,Solar Summer Top,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"49, 4, 0, 0","0, 0, 0, 0",0,1,0,False,True
2977,Lunar Summer Top,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"49, 5, 0, 0","0, 0, 0, 0",0,1,0,False,True
2978,Red Summer Halter,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"49, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2979,Green Summer Halter,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"49, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2980,Blue Summer Halter,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"49, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
2981,Solar Summer Halter,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"49, 4, 0, 0","0, 0, 0, 0",0,1,0,False,True
2982,Lunar Summer Halter,1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"49, 5, 0, 0","0, 0, 0, 0",0,1,0,False,True
2983,Hyuran Tunic,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,4,1,0,0,"84, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2984,Hyuran Chemisette,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,5,1,0,0,"85, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2985,Elezen Surcoat,5,1,4,35,33,4,5,1,False,False,59,3,False,True,12,1,6,1,0,0,"86, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2986,Elezen Gown,5,1,4,35,33,4,5,1,False,False,59,3,False,True,12,1,7,1,0,0,"87, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2987,Lalafellin Tunic,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,8,1,0,0,"92, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2988,Lalafellin Kaftan,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,9,1,0,0,"93, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2989,Miqo'te Vest,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,10,1,0,0,"88, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2990,Miqo'te Separates,5,1,4,35,33,4,5,1,False,False,59,3,False,True,13,1,11,1,0,0,"89, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2991,Roegadyn Harness,5,1,4,35,33,4,5,1,False,False,59,3,False,True,12,1,12,1,0,0,"90, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2992,Roegadyn Bodice,5,1,4,35,33,4,5,1,False,False,59,3,False,True,12,1,13,1,0,0,"91, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
2994,Chocobo Suit,1,1,4,35,0,20,5,1,True,True,100,0,False,True,13,1,1,1,0,0,"46, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2996,Hempen Undershirt,1,1,4,35,33,4,5,1,False,False,59,2,True,True,13,1,2,1,0,0,"1, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
2997,Hempen Camise,1,1,4,35,33,4,5,1,False,False,59,2,True,True,13,1,3,1,0,0,"1, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3000,Hempen Cowl,8,1,4,35,33,15,5,1,False,False,309,5,True,True,13,8,1,1,0,0,"29, 1, 0, 0","0, 0, 0, 0",0,7,0,False,True
3024,Cotton Cowl,15,1,4,35,33,15,5,1,False,False,663,10,True,True,13,15,1,1,0,0,"29, 11, 0, 0","0, 0, 0, 0",0,7,4,False,True
3025,Aetherial Cotton Cowl,15,7,4,35,0,15,5,1,False,True,762,5,False,True,13,15,1,1,0,0,"29, 11, 0, 0","0, 0, 0, 0",0,7,0,False,True
3068,Heavy Iron Armor,25,1,4,35,33,15,5,1,False,False,3540,26,True,True,10,25,1,59,0,0,"47, 8, 0, 0","0, 0, 0, 0",0,3,4,False,True
3069,Aetherial Heavy Iron Armor,25,7,4,35,0,15,5,1,False,True,4071,13,False,True,10,25,1,59,0,0,"47, 8, 0, 0","0, 0, 0, 0",0,3,0,False,True
3079,Serpent Private's Cowl,27,2,4,35,0,15,5,1,True,True,3210,58,False,False,13,26,1,1,2,2,"29, 12, 0, 0","0, 0, 0, 0",0,7,0,False,True
3090,Velveteen Cowl,27,1,4,35,33,15,5,1,False,False,2568,31,True,True,13,27,1,1,0,0,"29, 16, 0, 0","0, 0, 0, 0",0,7,4,False,True
3091,Aetherial Velveteen Cowl,27,7,4,35,0,15,5,1,False,True,2953,16,False,True,13,25,1,1,0,0,"29, 16, 0, 0","0, 0, 0, 0",0,7,0,False,True
3127,Heavy Steel Armor,35,1,4,35,33,15,5,1,False,False,8348,54,True,True,10,35,1,59,0,0,"47, 9, 0, 0","0, 0, 0, 0",0,3,4,False,True
3128,Aetherial Heavy Steel Armor,35,7,4,35,0,15,5,1,False,True,9600,27,False,True,10,35,1,59,0,0,"47, 9, 0, 0","0, 0, 0, 0",0,3,0,False,True
3136,Seer's Cowl,40,2,4,35,0,15,5,1,True,True,7458,126,False,False,13,38,1,31,0,0,"29, 51, 0, 0","0, 0, 0, 0",0,8,0,False,True
3140,Linen Cowl,37,1,4,35,33,15,5,1,False,False,5233,59,True,True,13,37,1,1,0,0,"29, 21, 0, 0","0, 0, 0, 0",0,7,4,False,True
3141,Aetherial Linen Cowl,37,7,4,35,0,15,5,1,False,True,6018,30,False,True,13,37,1,1,0,0,"29, 21, 0, 0","0, 0, 0, 0",0,7,0,False,True
3180,High Mythril Armor,44,1,4,35,33,15,5,1,False,False,12267,79,True,True,10,44,1,59,0,0,"47, 10, 0, 0","0, 0, 0, 0",0,3,4,False,True
3181,Aetherial High Mythril Armor,44,7,4,35,0,15,5,1,False,True,14107,40,False,True,10,44,1,59,0,0,"47, 10, 0, 0","0, 0, 0, 0",0,3,0,False,True
3193,Woolen Cowl,47,1,4,35,33,15,5,1,False,False,7858,89,True,True,13,47,1,1,0,0,"29, 39, 0, 0","0, 0, 0, 0",0,7,4,False,True
3194,Aetherial Woolen Cowl,47,7,4,35,0,15,5,1,False,True,9037,45,False,True,13,45,1,1,0,0,"29, 39, 0, 0","0, 0, 0, 0",0,7,0,False,True
3250,Heavy Darklight Armor,70,3,4,35,0,15,5,1,True,True,22498,258,False,True,10,50,1,59,0,0,"47, 1, 0, 0","0, 0, 0, 0",0,3,0,False,True
3254,Darklight Cowl of Casting,70,3,4,35,0,15,5,1,True,True,18378,258,False,True,13,50,1,63,0,0,"66, 1, 0, 0","0, 0, 0, 0",0,8,0,False,True
3255,Darklight Cowl of Healing,70,3,4,35,0,15,5,1,True,True,18378,258,False,True,13,50,1,64,0,0,"66, 2, 0, 0","0, 0, 0, 0",0,9,0,False,True
3256,Heavy Darksteel Armor,70,2,4,35,33,15,5,1,False,False,26784,138,True,True,10,50,1,59,0,0,"47, 4, 0, 0","0, 0, 0, 0",0,3,4,False,True
3262,Herklaedi,50,3,4,35,0,16,5,1,True,True,22958,246,False,False,10,50,1,59,0,0,"100, 2, 0, 0","0, 0, 0, 0",0,3,0,False,True
3277,Judge's Skirt,1,1,4,36,0,7,5,1,True,True,57,0,False,False,12,1,1,1,0,0,"15, 72, 0, 0","0, 0, 0, 0",0,1,0,False,True
3278,Judge's Slops,1,1,4,36,0,7,5,1,True,True,45,0,False,False,13,1,1,1,0,0,"38, 50, 0, 0","0, 0, 0, 0",0,1,0,False,True
3280,Lord's Drawers (Black),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,2,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3281,Lord's Drawers (White),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,2,1,0,0,"59, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3282,Lord's Drawers (Gold),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,2,1,0,0,"59, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
3283,Lady's Knickers (Black),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,3,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3284,Lady's Knickers (White),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,3,1,0,0,"59, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3285,Lady's Knickers (Gold),1,1,4,36,0,7,5,1,False,True,45,0,False,False,13,1,3,1,0,0,"59, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
3286,Red Summer Trunks,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,2,1,0,0,"49, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3287,Green Summer Trunks,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,2,1,0,0,"49, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3288,Blue Summer Trunks,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,2,1,0,0,"49, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
3289,Solar Summer Trunks,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,2,1,0,0,"49, 4, 0, 0","0, 0, 0, 0",0,1,0,False,True
3290,Lunar Summer Trunks,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,2,1,0,0,"49, 5, 0, 0","0, 0, 0, 0",0,1,0,False,True
3291,Red Summer Tanga,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,3,1,0,0,"49, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3292,Green Summer Tanga,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,3,1,0,0,"49, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3293,Blue Summer Tanga,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,3,1,0,0,"49, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
3294,Solar Summer Tanga,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,3,1,0,0,"49, 4, 0, 0","0, 0, 0, 0",0,1,0,False,True
3295,Lunar Summer Tanga,1,1,4,36,0,7,5,1,False,True,39,0,False,False,13,1,3,1,0,0,"49, 5, 0, 0","0, 0, 0, 0",0,1,0,False,True
3296,Hyuran Breeches,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,4,1,0,0,"84, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3297,Hyuran Skirt,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,5,1,0,0,"85, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3298,Elezen Braccae,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,6,1,0,0,"86, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3299,Elezen Tights,5,1,4,36,35,7,5,1,False,False,45,3,False,True,12,1,7,1,0,0,"87, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3300,Lalafellin Gaskins,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,8,1,0,0,"92, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3301,Lalafellin Bloomers,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,9,1,0,0,"93, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3302,Miqo'te Zouaves,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,10,1,0,0,"88, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3303,Miqo'te Loincloth,5,1,4,36,35,7,5,1,False,False,45,3,False,True,13,1,11,1,0,0,"89, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3304,Roegadyn Breeches,5,1,4,36,35,7,5,1,False,False,45,3,False,True,12,1,12,1,0,0,"90, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3305,Roegadyn Legstraps,5,1,4,36,35,7,5,1,False,False,45,3,False,True,12,1,13,1,0,0,"91, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3307,Hempen Underpants,1,1,4,36,35,7,5,1,False,False,39,2,True,True,13,1,2,1,0,0,"1, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3308,Hempen Pantalettes,1,1,4,36,35,7,5,1,False,False,39,2,True,True,13,1,3,1,0,0,"1, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3352,Heavy Iron Flanchard,25,1,4,36,35,18,5,1,False,False,2748,26,True,True,10,25,1,59,0,0,"47, 8, 0, 0","0, 0, 0, 0",0,3,4,False,True
3353,Aetherial Heavy Iron Flanchard,25,7,4,36,0,18,5,1,False,True,3160,13,False,True,10,25,1,59,0,0,"47, 8, 0, 0","0, 0, 0, 0",0,3,0,False,True
3386,Heavy Steel Flanchard,35,1,4,36,35,18,5,1,False,False,6480,54,True,True,10,35,1,59,0,0,"47, 9, 0, 0","0, 0, 0, 0",0,3,4,False,True
3387,Aetherial Heavy Steel Flanchard,35,7,4,36,0,18,5,1,False,True,7452,27,False,True,10,35,1,59,0,0,"47, 9, 0, 0","0, 0, 0, 0",0,3,0,False,True
3431,High Mythril Flanchard,44,1,4,36,35,18,5,1,False,False,9522,79,True,True,10,44,1,59,0,0,"47, 10, 0, 0","0, 0, 0, 0",0,3,4,False,True
3432,Aetherial High Mythril Flanchard,44,7,4,36,0,18,5,1,False,True,10950,40,False,True,10,44,1,59,0,0,"47, 10, 0, 0","0, 0, 0, 0",0,3,0,False,True
3492,Heavy Darklight Flanchard,70,3,4,36,0,18,5,1,True,True,17463,258,False,True,10,50,1,59,0,0,"47, 1, 0, 0","0, 0, 0, 0",0,3,0,False,True
3498,Heavy Darksteel Flanchard,70,2,4,36,35,18,5,1,False,False,20790,138,True,True,10,50,1,59,0,0,"47, 4, 0, 0","0, 0, 0, 0",0,3,4,False,True
3517,Judge's Vambraces,1,1,4,37,0,5,5,1,True,True,63,0,False,False,10,1,1,1,0,0,"11, 80, 0, 0","0, 0, 0, 0",0,1,0,False,True
3518,Judge's Ringbands,1,1,4,37,0,5,5,1,True,True,53,0,False,False,11,1,1,1,0,0,"41, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3520,Hyuran Gloves,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,4,1,0,0,"84, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3521,Hyuran Halfgloves,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,5,1,0,0,"85, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3522,Elezen Gloves,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,6,1,0,0,"86, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3523,Elezen Halfgloves,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,7,1,0,0,"87, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3524,Lalafellin Wristguards,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,8,1,0,0,"92, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3525,Lalafellin Wristbands,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,9,1,0,0,"93, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3526,Miqo'te Gauntlets,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,10,1,0,0,"88, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3527,Miqo'te Gloves,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,11,1,0,0,"89, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3528,Roegadyn Bracers,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,12,1,0,0,"90, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3529,Roegadyn Armguards,5,1,4,37,36,5,5,1,False,False,42,2,False,True,12,1,13,1,0,0,"91, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3744,Hermes' Shoes,11,1,4,38,0,8,5,1,True,True,256,0,False,False,12,1,1,1,0,0,"10, 155, 0, 0","0, 0, 0, 0",0,1,0,False,True
3745,Judge's Sollerets,1,1,4,38,0,8,5,1,True,True,72,0,False,False,10,1,1,1,0,0,"15, 113, 0, 0","0, 0, 0, 0",0,1,0,False,True
3746,Judge's Thighboots,1,1,4,38,0,8,5,1,True,True,60,0,False,False,12,1,1,1,0,0,"2, 178, 0, 0","0, 0, 0, 0",0,1,0,False,True
3748,Lord's Clogs,1,1,4,38,0,8,5,1,False,True,54,0,False,False,8,1,2,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3749,Lady's Clogs,1,1,4,38,0,8,5,1,False,True,54,0,False,False,8,1,3,1,0,0,"59, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
3750,Hyuran Thighboots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,4,1,0,0,"84, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3751,Hyuran Longboots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,5,1,0,0,"85, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3752,Elezen Jackboots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,6,1,0,0,"86, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3753,Elezen Shoes,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,7,1,0,0,"87, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3754,Lalafellin Top Boots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,8,1,0,0,"92, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3755,Lalafellin Bootees,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,9,1,0,0,"93, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3756,Miqo'te Longboots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,10,1,0,0,"88, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3757,Miqo'te Shoes,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,11,1,0,0,"89, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3758,Roegadyn Boots,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,12,1,0,0,"90, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3759,Roegadyn Sandals,5,1,4,38,37,8,5,1,False,False,48,2,False,True,12,1,13,1,0,0,"91, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
3760,Dress Shoes,1,1,4,38,0,8,5,1,True,True,100,0,False,True,13,1,1,1,0,0,"38, 93, 0, 0","0, 0, 0, 0",0,1,0,False,True
3959,Merchant's Purse,1,1,44,39,0,0,5,1,False,True,38,1,True,False,12,1,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3960,Leather Shepherd's Belt,1,1,44,39,0,0,5,1,False,True,38,1,True,False,12,1,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3961,Greasy Half Apron,30,1,44,39,0,0,5,1,False,True,640,19,False,False,13,35,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3962,Leather Belt,8,1,44,39,0,0,5,1,False,True,140,3,True,False,12,8,1,30,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3963,Hempen Sash,8,1,44,39,0,0,5,1,False,True,112,3,True,False,13,8,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3964,Frayed Chef's Belt,32,1,44,39,0,0,5,1,False,True,932,21,False,False,12,37,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3965,Leather Survival Belt,10,1,44,39,0,0,5,1,False,True,180,3,True,False,12,10,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3966,Hard Leather Merchant's Pouch,10,1,44,39,0,0,5,1,False,True,180,3,True,False,12,10,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3967,Hard Leather Hunting Belt,12,1,44,39,0,0,5,1,False,True,224,4,True,False,12,12,1,30,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3968,Hard Leather Satchel Belt,12,1,44,39,0,0,5,1,False,True,224,4,True,False,12,12,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3969,Cotton Longsash,14,1,44,39,0,0,5,1,False,True,217,5,True,False,13,14,1,30,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3970,Hard Leather Lightpouch,14,1,44,39,0,0,5,1,False,True,272,5,True,False,12,14,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3971,Cracked Shepherd's Belt,30,1,44,39,0,0,5,1,False,True,801,19,False,False,12,35,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3972,Bronze Plate Belt,15,1,44,39,0,0,5,1,False,True,420,5,True,False,10,15,1,59,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,1,False,False
3973,Aetherial Bronze Plate Belt,15,7,44,39,0,0,5,1,False,True,483,3,False,False,10,15,1,59,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3974,Rope Belt,16,1,44,39,0,0,5,1,False,True,260,5,True,False,13,16,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,1,False,False
3975,Aetherial Rope Belt,16,7,44,39,0,0,5,1,False,True,299,3,False,False,13,15,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3976,Plundered Plate Belt,17,2,44,39,0,0,5,1,True,True,623,10,False,False,10,15,1,59,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3977,Plundered Rope Belt,17,2,44,39,0,0,5,1,True,True,356,10,False,False,13,15,1,31,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3978,Plundered Leather Belt,17,2,44,39,0,0,5,1,True,True,445,10,False,False,12,15,1,30,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
3979,Hard Leather Shepherd's Belt,17,1,44,39,0,0,5,1,False,True,356,6,True,False,12,17,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,1,False,False
